,count_bindings_in_miRNA,exactMatchRatio,pair_state_No,mFE,head_minus3_TemplateNucleotide_percentage,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,headUnstableLength,pair_state_Yes,tail_plus2_A_percentage,head_minus2_TemplateNucleotide_percentage,binding_count,tail_plus1_A_percentage,armType_loop,tail_plus3_A_percentage,tail_plus5_TemplateNucleotide_percentage,tail_plus1_TemplateNucleotide_percentage,interiorLoopCount,head_minus1_TemplateNucleotide_percentage,index,clusterName,chrom,start,end,miRNA,sample,annotation,ann_start,ann_end
11799,14,0.019801980198,1,-33.1,0.0,1,28,10,0.88,1,0,0.010582010582,0.0,28,0.0,0,0.0,0.0,0.0634920634921,6,0.0,11799,mapped_nonMirna_SRR2174517:miRCluster_12015_16:chr19:16206421_16206436+,19,16206421,16206436,False,SRR2174517,,16206000,16207000
2029,13,0.846153846154,1,-5.9,1.0,2,15,-1,0.65,4,0,0.0,1.0,15,0.0,0,0.0,0.0,1.0,2,1.0,2029,mapped_nonMirna_ERR409900:miRCluster_37563_26:chr21:37203072_37203097+,21,37203072,37203097,False,ERR409900,,37202000,37204000
22523,14,1.0,1,-26.4,0.0,1,24,-1,0.74,2,0,0.0,1.0,24,0.0,0,0.0,0.0,1.0,4,1.0,22523,mapped_nonMirna_SRR837842:miRCluster_2314_23:chr3:23917174_23917196+,3,23917174,23917196,False,SRR837842,,23916000,23918000
10626,6,0.0243902439024,1,-6.4,0.196078431373,1,16,-3,0.55,6,0,0.0,1.0,16,1.0,0,0.0,0.0606060606061,0.939024390244,4,0.621951219512,10626,mapped_nonMirna_SRR2174513:miRCluster_1407_24:chr1:157124393_157124416-,1,157124393,157124416,False,SRR2174513,,157124000,157125000
4506,13,1.0,1,-23.8,1.0,1,19,-6,0.68,4,0,0.0,1.0,19,0.0,1,0.0,1.0,1.0,4,1.0,4506,mapped_nonMirna_ERR973611:miRCluster_9491_28:chr8:104148758_104148785+,8,104148758,104148785,False,ERR973611,,104148000,104149000
8891,8,0.847826086957,1,-16.7,0.78125,1,10,-11,0.5,8,0,0.0,0.78125,10,0.0,1,0.0,1.0,1.0,2,1.0,8891,mapped_nonMirna_SRR1635908:miRCluster_21305_30:chr16:57245169_57245198+,16,57245169,57245198,False,SRR1635908,,57244000,57246000
7704,12,0.68,1,-45.0,1.0,1,29,11,0.86,4,0,0.0,0.68,29,0.0,0,0.0,0.0,0.68,7,0.68,7704,mapped_nonMirna_SRR1635903:miRCluster_10096_22:chr3:49675986_49676007+,3,49675986,49676007,False,SRR1635903,,49675000,49677000
20894,8,0.0106171201062,1,-17.4,0.0,1,16,-11,0.5,2,0,0.00980392156863,0.0,16,0.00440528634361,1,0.0,0.0,0.0,3,1.0,20894,mapped_nonMirna_SRR837839:miRCluster_10931_17:chr14:101808328_101808344+,14,101808328,101808344,False,SRR837839,,101808000,101809000
12535,7,0.00724637681159,1,-30.0,0.0,1,18,-2,0.54,2,0,0.0438596491228,0.0,18,0.0,0,0.0,0.0,0.342995169082,4,0.801152737752,12535,mapped_nonMirna_SRR333658:miRCluster_22688_16:chr11:61581240_61581255-,11,61581240,61581255,False,SRR333658,,61581000,61582000
6929,4,0.75,1,-3.7,1.0,1,10,3,0.29,9,0,0.0,1.0,10,0.0,0,0.0,1.0,0.75,4,0.75,6929,mapped_nonMirna_SRR1635903:miRCluster_28703_28:chr11:35663345_35663372+,11,35663345,35663372,False,SRR1635903,,35663000,35664000
6881,13,1.0,1,-24.9,0.0,1,27,10,0.62,2,0,0.0,1.0,27,0.0,0,0.0,1.0,1.0,8,1.0,6881,mapped_nonMirna_SRR1635903:miRCluster_27732_28:chr10:71828127_71828154-,10,71828127,71828154,False,SRR1635903,,71827000,71829000
19072,13,0.939759036145,1,-10.5,0.0,1,26,13,0.81,1,0,0.0,0.0,26,0.0,0,0.0,0.0,1.0,4,1.0,19072,mapped_nonMirna_SRR567637:miRCluster_2474_18:chr12:87302487_87302504-,12,87302487,87302504,False,SRR567637,,87302000,87303000
9072,12,0.000946611132147,1,-25.8,0.0,1,23,6,0.75,2,0,0.0,0.995361422497,23,0.0,0,0.0,0.0,0.0,6,1.0,9072,mapped_nonMirna_SRR1635908:miRCluster_24958_17:chr19:8832986_8833002+,19,8832986,8833002,False,SRR1635908,,8832000,8834000
3377,17,0.142857142857,1,-18.0,0.0,1,21,0,0.94,1,0,0.0,0.0,21,0.0,0,0.0,0.0,1.0,5,0.0,3377,mapped_nonMirna_ERR852099:miRCluster_662_18:chr2:106995890_106995907+,2,106995890,106995907,False,ERR852099,,106995000,106997000
22427,12,0.21394984326,1,-11.8,0.0,1,13,-2,0.75,1,0,0.230769230769,0.0,13,0.994984954865,0,0.997368421053,0.00472813238771,0.003,1,1.0,22427,mapped_nonMirna_SRR837842:miRCluster_1984_18:chr2:88558394_88558411-,2,88558394,88558411,False,SRR837842,,88558000,88559000
10037,6,0.125,1,-3.7,0.0,3,17,-7,0.38,1,0,0.0,0.0,17,0.0,0,0.0,0.0,1.0,1,1.0,10037,mapped_nonMirna_SRR1820680:miRCluster_1299_17:chr13:49702121_49702137+,13,49702121,49702137,False,SRR1820680,,49701000,49703000
20623,13,0.00216060496939,1,-41.9,0.0,1,30,21,0.87,2,0,0.0,0.0,30,0.379310344828,0,0.0,0.0,0.980123372173,7,0.999039846375,20623,mapped_nonMirna_SRR837839:miRCluster_1042_16:chr1:31239340_31239355-,1,31239340,31239355,False,SRR837839,,31239000,31240000
4179,11,0.0588235294118,1,-25.8,1.0,3,26,-3,0.69,4,0,0.0,1.0,26,1.0,0,0.0,1.0,0.0625,3,1.0,4179,mapped_nonMirna_ERR973611:miRCluster_15522_25:chr15:43598274_43598298+,15,43598274,43598298,False,ERR973611,,43598000,43599000
3512,11,0.428571428571,1,-7.1,0.0,2,17,-20,0.61,1,0,0.0,0.0,17,1.0,0,0.0,0.0,0.0,1,0.0,3512,mapped_nonMirna_ERR852099:miRCluster_2179_18:chr8:47863533_47863550-,8,47863533,47863550,False,ERR852099,,47863000,47864000
22667,12,0.00305576776165,1,-22.5,0.0,1,19,0,0.75,2,0,0.00556586270872,1.0,19,0.0,0,0.0,0.0,0.014939309057,3,0.99793814433,22667,mapped_nonMirna_SRR837842:miRCluster_4588_17:chr6:16231626_16231642-,6,16231626,16231642,False,SRR837842,,16231000,16232000
9537,0,0.388888888889,0,-19.8,0.0,1,16,-36,0.0,2,1,0.0,1.0,16,0.0,0,0.0,0.0,1.0,2,0.266666666667,9537,mapped_nonMirna_SRR1635908:miRCluster_9557_20:chr6:38152909_38152928+,6,38152909,38152928,False,SRR1635908,,38152000,38154000
15292,11,1.0,1,-15.4,0.0,2,26,1,0.55,1,0,0.0,0.0,26,0.0,0,0.0,0.0,0.0,4,1.0,15292,mapped_nonMirna_SRR372648:miRCluster_3139_21:chr10:17234874_17234894+,10,17234874,17234894,False,SRR372648,,17234000,17236000
13487,7,0.0952380952381,1,-6.1,0.0,2,13,-8,0.47,2,0,0.0,1.0,13,0.0,0,0.0,0.0,0.0,0,1.0,13487,mapped_nonMirna_SRR333674:miRCluster_13356_17:chr10:57263994_57264010-,10,57263994,57264010,False,SRR333674,,57263000,57265000
9472,11,0.0909090909091,1,-31.1,0.0,1,23,3,0.85,1,0,0.0571428571429,0.0,23,0.0,0,0.0,0.0,0.454545454545,3,0.0,9472,mapped_nonMirna_SRR1635908:miRCluster_8782_16:chr5:37810699_37810714-,5,37810699,37810714,False,SRR1635908,,37810000,37811000
11873,7,0.08,1,-6.6,0.0,1,13,-6,0.44,1,0,0.0,0.0,13,0.0,1,0.0,0.0,1.0,2,0.0,11873,mapped_nonMirna_SRR2174517:miRCluster_12851_20:chr20:35739635_35739654-,20,35739635,35739654,False,SRR2174517,,35739000,35740000
2143,7,0.642857142857,1,-15.51,1.0,1,15,-2,0.78,15,0,1.0,1.0,15,0.0,0,0.0,1.0,1.0,1,1.0,2143,mapped_nonMirna_ERR409900:miRCluster_16293_28:chr7:5527281_5527308-,7,5527281,5527308,False,ERR409900,,5527000,5528000
20620,14,0.0126903553299,1,-17.2,0.0,1,22,1,0.82,2,0,0.0,0.0,22,0.0,0,0.0,0.0,1.0,4,1.0,20620,mapped_nonMirna_SRR837839:miRCluster_1033_18:chr1:30492748_30492765-,1,30492748,30492765,False,SRR837839,,30492000,30493000
11647,12,0.120879120879,1,-58.2,1.0,2,32,0,0.86,5,0,0.0,0.259259259259,32,0.0,0,0.0,1.0,0.36,5,0.85,11647,mapped_nonMirna_SRR2174517:miRCluster_7699_21:chr11:67266487_67266507+,11,67266487,67266507,False,SRR2174517,,67266000,67267000
15438,6,0.181818181818,1,-10.0,1.0,2,14,5,0.43,4,0,0.0,1.0,14,0.0,0,0.0,0.0,0.0,2,1.0,15438,mapped_nonMirna_SRR372648:miRCluster_1634_17:chr4:45405639_45405655-,4,45405639,45405655,False,SRR372648,,45405000,45406000
22168,14,0.0268456375839,1,-5.4,0.0,1,14,-16,0.82,0,0,0.0909090909091,0.0,14,1.0,1,1.0,0.0,0.0,2,0.0,22168,mapped_nonMirna_SRR837842:miRCluster_7264_17:chr11:100853247_100853263+,11,100853247,100853263,False,SRR837842,,100853000,100854000
19049,11,1.0,1,-16.4,0.0,1,22,1,0.61,0,0,0.0,0.0,22,0.0,0,0.0,0.0,1.0,6,0.0,19049,mapped_nonMirna_SRR567637:miRCluster_2052_20:chr10:72484781_72484800-,10,72484781,72484800,False,SRR567637,,72484000,72485000
21231,11,0.435064935065,1,-22.4,0.0,3,21,-20,0.69,0,0,0.0,0.0,21,0.0,0,0.0,0.0,0.0,1,0.0,21231,mapped_nonMirna_SRR837839:miRCluster_2870_16:chr3:12815586_12815601+,3,12815586,12815601,False,SRR837839,,12815000,12816000
835,8,1.0,0,-10.9,0.0,1,18,5,0.42,0,1,0.0,0.0,18,0.0,0,0.0,0.0,1.0,4,0.0,835,mapped_nonMirna_ERR038420:miRCluster_1672_23:chr15:25101576_25101598+,15,25101576,25101598,False,ERR038420,,25101000,25102000
3370,12,0.108108108108,1,-18.2,0.0,1,33,22,0.75,2,0,0.0,0.0,33,0.0,0,0.0,0.0,0.0,5,1.0,3370,mapped_nonMirna_ERR852099:miRCluster_791_17:chr2:66788066_66788082-,2,66788066,66788082,False,ERR852099,,66787000,66789000
1707,12,0.0571428571429,1,-45.1,0.117647058824,1,33,18,0.86,3,0,0.0,1.0,33,0.0,0,0.0,0.0,0.0,9,1.0,1707,mapped_nonMirna_ERR409900:miRCluster_145_17:chr1:1332114_1332130+,1,1332114,1332130,False,ERR409900,,1331000,1333000
11917,7,0.0851063829787,1,-11.8,0.0,1,11,-12,0.47,2,0,0.0,0.0,11,0.0,1,0.0,0.0,0.0,2,1.0,11917,mapped_nonMirna_SRR2174517:miRCluster_2873_16:chr3:181661272_181661287+,3,181661272,181661287,False,SRR2174517,,181661000,181662000
1978,10,0.574468085106,1,-21.4,0.0,2,28,-22,0.71,3,0,0.0,1.0,28,0.0,0,0.0,0.0,0.0,6,1.0,1978,mapped_nonMirna_ERR409900:miRCluster_4823_16:chr2:67503530_67503545+,2,67503530,67503545,False,ERR409900,,67503000,67504000
22499,6,1.0,1,-20.4,1.0,4,21,-17,0.43,6,0,0.0,1.0,21,0.0,0,0.0,0.0,1.0,1,1.0,22499,mapped_nonMirna_SRR837842:miRCluster_12369_24:chr22:21514190_21514213-,22,21514190,21514213,False,SRR837842,,21513000,21515000
487,8,0.125,1,-9.5,0.0,1,11,-10,0.53,2,0,0.0,1.0,11,1.0,1,1.0,0.0,0.136363636364,2,1.0,487,mapped_nonMirna_ERR038413:miRCluster_725_17:chr8:91115950_91115966-,8,91115950,91115966,False,ERR038413,,91115000,91117000
5086,9,0.666666666667,1,-16.3,0.0,1,16,-2,0.69,1,0,0.0,0.0,16,0.0,0,0.0,1.0,0.833333333333,2,0.5,5086,mapped_nonMirna_ERR973613:miRCluster_12129_24:chr11:62593868_62593891-,11,62593868,62593891,False,ERR973613,,62593000,62595000
8782,9,0.428571428571,1,-28.4,1.0,1,20,2,0.64,9,0,0.0,1.0,20,0.0,0,1.0,0.0,0.0,3,0.428571428571,8782,mapped_nonMirna_SRR1635908:miRCluster_19764_23:chr14:93939564_93939586-,14,93939564,93939586,False,SRR1635908,,93939000,93940000
20803,12,0.680761099366,1,-48.5,0.998836532868,1,30,14,0.92,7,0,0.238095238095,0.997751545812,30,0.0,0,0.0,0.0113636363636,0.998968540485,7,0.994541484716,20803,mapped_nonMirna_SRR837839:miRCluster_9057_23:chr11:130427803_130427825+,11,130427803,130427825,False,SRR837839,,130427000,130429000
21410,12,0.0180722891566,1,-17.2,0.0,1,22,2,0.75,0,0,1.0,0.0,22,0.0,0,0.0,0.0,0.0,5,0.0,21410,mapped_nonMirna_SRR837839:miRCluster_5401_16:chr6:81080023_81080038+,6,81080023,81080038,False,SRR837839,,81079000,81081000
9156,11,0.8,1,-24.5,0.0,1,20,0,0.58,1,0,0.0,0.0,20,0.0,0,0.0,0.0,1.0,4,1.0,9156,mapped_nonMirna_SRR1635908:miRCluster_25939_22:chr19:58549332_58549353+,19,58549332,58549353,False,SRR1635908,,58549000,58550000
13482,10,9.95767986059e-05,1,-16.0,0.0,1,28,11,0.62,0,0,0.0,0.0,28,0.0,0,0.0,0.0,0.0349735311985,7,0.0,13482,mapped_nonMirna_SRR333674:miRCluster_13240_16:chr10:28440754_28440769-,10,28440754,28440769,False,SRR333674,,28440000,28441000
11052,6,0.833333333333,1,-8.6,1.0,1,12,-9,0.32,3,0,0.0,1.0,12,0.0,1,0.0,0.0,1.0,2,1.0,11052,mapped_nonMirna_SRR2174513:miRCluster_6116_22:chr8:67585972_67585993-,8,67585972,67585993,False,SRR2174513,,67585000,67587000
10812,12,0.000322841000807,1,-44.4,0.0,2,29,2,0.8,1,0,0.0,0.0,29,0.00242130750605,0,0.0,0.0,0.730769230769,5,0.0178890876565,10812,mapped_nonMirna_SRR2174513:miRCluster_11406_16:chr18:35581908_35581923+,18,35581908,35581923,False,SRR2174513,,35581000,35583000
7931,12,0.116666666667,1,-21.8,1.0,1,23,1,0.75,8,0,0.0,1.0,23,0.0,0,0.0,0.0,0.6,5,1.0,7931,mapped_nonMirna_SRR1635903:miRCluster_19083_25:chr6:152325093_152325117-,6,152325093,152325117,False,SRR1635903,,152324000,152326000
6935,7,1.0,1,-20.8,1.0,2,23,1,0.47,8,0,0.0,1.0,23,0.0,0,0.0,0.0,1.0,2,1.0,6935,mapped_nonMirna_SRR1635903:miRCluster_28875_27:chr11:57740814_57740840+,11,57740814,57740840,False,SRR1635903,,57740000,57742000
7760,14,0.4,1,-23.8,0.0,1,32,11,0.88,1,0,0.0,0.0,32,0.0,0,0.0,0.0,0.6,4,1.0,7760,mapped_nonMirna_SRR1635903:miRCluster_13615_21:chr4:22726853_22726873-,4,22726853,22726873,False,SRR1635903,,22726000,22728000
20921,11,0.00413223140496,1,-42.6,0.0,2,26,-3,0.69,0,0,0.00749063670412,0.0,26,0.981233243968,0,0.0,0.0,0.0,2,0.0,20921,mapped_nonMirna_SRR837839:miRCluster_11393_16:chr15:75578747_75578762+,15,75578747,75578762,False,SRR837839,,75578000,75579000
5742,14,0.454545454545,1,-24.4,1.0,2,19,-26,0.82,3,0,0.0,1.0,19,0.0,0,0.0,0.0,0.333333333333,3,0.25,5742,mapped_nonMirna_SRR1291267:miRCluster_527_21:chr1:67053917_67053937-,1,67053917,67053937,False,SRR1291267,,67053000,67055000
8085,14,0.833333333333,1,-32.0,1.0,2,23,-1,0.88,6,0,0.0,1.0,23,0.0,0,0.0,1.0,1.0,1,1.0,8085,mapped_nonMirna_SRR1635903:miRCluster_24676_27:chr9:128580954_128580980+,9,128580954,128580980,False,SRR1635903,,128580000,128582000
12631,6,0.222222222222,1,-25.1,1.0,1,20,6,0.55,8,0,0.0,0.444444444444,20,0.0,0,0.0,1.0,1.0,5,0.222222222222,12631,mapped_nonMirna_SRR333658:miRCluster_27011_25:chr14:90766873_90766897+,14,90766873,90766897,False,SRR333658,,90766000,90768000
7378,5,0.545454545455,1,-33.7,1.0,3,26,-18,0.38,7,0,0.0,1.0,26,0.0,0,0.0,1.0,1.0,3,1.0,7378,mapped_nonMirna_SRR1635903:miRCluster_47641_29:chr19:3122245_3122273+,19,3122245,3122273,False,SRR1635903,,3122000,3123000
6964,12,0.833333333333,1,-32.0,1.0,1,26,6,0.75,5,0,0.0,1.0,26,0.0,0,0.0,1.0,1.0,6,0.777777777778,6964,mapped_nonMirna_SRR1635903:miRCluster_31437_27:chr11:72685369_72685395-,11,72685369,72685395,False,SRR1635903,,72685000,72686000
217,9,1.0,1,-15.1,0.0,1,14,-12,0.53,1,0,0.0,0.0,14,0.0,1,0.0,0.0,1.0,2,1.0,217,mapped_nonMirna_ERR038410:miRCluster_169_19:chr4:73419587_73419605+,4,73419587,73419605,False,ERR038410,,73419000,73420000
7212,13,0.0666666666667,1,-17.9,0.0,1,19,-10,0.72,1,0,0.0,0.0,19,0.0,1,0.0,0.0,0.0,3,1.0,7212,mapped_nonMirna_SRR1635903:miRCluster_42277_19:chr16:79598542_79598560-,16,79598542,79598560,False,SRR1635903,,79598000,79599000
21018,13,0.00298193299421,1,-62.8,0.999124726477,2,33,8,0.87,4,0,0.0,1.0,33,0.00469743022935,0,0.00238663484487,0.0,0.00220567962503,4,1.0,21018,mapped_nonMirna_SRR837839:miRCluster_12685_18:chr17:82228881_82228898+,17,82228881,82228898,False,SRR837839,,82228000,82230000
7235,10,0.0952380952381,1,-17.0,1.0,2,15,-2,0.62,4,0,0.0,1.0,15,0.0,0,0.0,0.0,0.125,1,1.0,7235,mapped_nonMirna_SRR1635903:miRCluster_44966_23:chr17:17213372_17213394-,17,17213372,17213394,False,SRR1635903,,17213000,17214000
8482,10,0.705882352941,1,-45.2,1.0,1,28,13,0.71,10,0,0.166666666667,1.0,28,0.0,0,0.0,1.0,1.0,8,0.829787234043,8482,mapped_nonMirna_SRR1635908:miRCluster_1304_29:chr1:201888712_201888740+,1,201888712,201888740,False,SRR1635908,,201888000,201889000
9116,13,0.409090909091,1,-23.8,0.0,1,18,-12,0.59,2,0,0.0,0.846153846154,18,0.0,1,0.0,0.0,0.5,3,0.590909090909,9116,mapped_nonMirna_SRR1635908:miRCluster_25520_25:chr19:40622616_40622640+,19,40622616,40622640,False,SRR1635908,,40622000,40623000
6862,8,0.296296296296,0,-27.7,1.0,1,23,21,0.62,11,1,0.0,1.0,23,0.0,0,0.0,1.0,1.0,4,0.296296296296,6862,mapped_nonMirna_SRR1635903:miRCluster_26426_30:chr10:3105411_3105440+,10,3105411,3105440,False,SRR1635903,,3105000,3106000
802,4,1.0,1,-0.1,1.0,1,2,-12,0.22,3,0,0.0,1.0,2,0.0,1,0.0,0.0,1.0,0,1.0,802,mapped_nonMirna_ERR038420:miRCluster_64_23:chr1:633936_633958+,1,633936,633958,False,ERR038420,,633000,635000
13107,4,0.0015389876881,1,-17.5,0.0,2,18,-25,0.24,1,0,0.00151338766007,0.0,18,0.997401964764,0,0.0,0.0,0.000811227387037,3,0.000790781744239,13107,mapped_nonMirna_SRR333658:miRCluster_38232_17:chrX:150317166_150317182+,X,150317166,150317182,False,SRR333658,,150316000,150318000
10860,10,0.00542495479204,1,-44.1,0.0,1,30,15,0.62,1,0,0.0,0.0,30,0.0,0,0.0,0.0,0.995073891626,8,0.984848484848,10860,mapped_nonMirna_SRR2174513:miRCluster_2355_16:chr2:129934295_129934310-,2,129934295,129934310,False,SRR2174513,,129934000,129935000
24025,8,1.0,1,-14.4,1.0,1,16,-1,0.42,6,0,0.0,1.0,16,0.0,0,0.0,0.0,0.0,3,1.0,24025,mapped_nonMirna_SRR944034:miRCluster_1977_25:chr3:52204870_52204894+,3,52204870,52204894,False,SRR944034,,52204000,52206000
2065,9,0.0355029585799,1,-8.4,0.0,1,17,3,0.64,2,0,0.0,0.0,17,1.0,0,0.0,1.0,0.963503649635,3,1.0,2065,mapped_nonMirna_ERR409900:miRCluster_10341_17:chr4:27730430_27730446-,4,27730430,27730446,False,ERR409900,,27730000,27731000
2807,6,0.285714285714,1,-17.6,1.0,1,13,-8,0.46,13,0,0.0,1.0,13,0.0,1,0.0,0.0,0.117647058824,1,0.285714285714,2807,mapped_nonMirna_ERR852097:miRCluster_1931_27:chr9:133065080_133065106+,9,133065080,133065106,False,ERR852097,,133064000,133066000
14745,16,1.0,1,-32.2,0.0,2,34,-27,0.8,1,0,0.0,0.0,34,0.0,0,0.0,0.0,1.0,7,1.0,14745,mapped_nonMirna_SRR333680:miRCluster_7149_23:chr6:46205681_46205703+,6,46205681,46205703,False,SRR333680,,46205000,46206000
7206,10,0.22,1,-15.6,1.0,1,15,0,0.71,6,0,0.0,1.0,15,0.0,0,1.0,0.0,0.170212765957,3,0.261904761905,7206,mapped_nonMirna_SRR1635903:miRCluster_42032_24:chr16:67944769_67944792-,16,67944769,67944792,False,SRR1635903,,67944000,67945000
13481,12,0.00155279503106,1,-16.2,0.0,1,15,-16,0.71,2,0,0.0,0.00528541226216,15,0.00100654252642,1,0.0,0.0,0.0,1,1.0,13481,mapped_nonMirna_SRR333674:miRCluster_13171_18:chr10:7595421_7595438-,10,7595421,7595438,False,SRR333674,,7595000,7596000
24013,10,0.6,1,-42.5,1.0,1,25,14,0.77,4,0,0.0,1.0,25,0.0,0,0.0,1.0,0.6,6,0.6,24013,mapped_nonMirna_SRR944034:miRCluster_1627_22:chr2:87076342_87076363-,2,87076342,87076363,False,SRR944034,,87076000,87077000
8722,11,0.011320754717,1,-51.3,0.2,1,29,10,0.85,4,0,0.0,1.0,29,0.935828877005,0,0.0111111111111,0.0,0.26953125,4,0.108695652174,8722,mapped_nonMirna_SRR1635908:miRCluster_17677_17:chr12:122022583_122022599+,12,122022583,122022599,False,SRR1635908,,122022000,122023000
8709,10,0.0019120458891,1,-23.2,0.0,1,16,-4,0.62,3,0,0.0,0.0268336314848,16,0.0,0,0.0,0.0,0.00454132606721,4,1.0,8709,mapped_nonMirna_SRR1635908:miRCluster_17512_18:chr12:104064834_104064851+,12,104064834,104064851,False,SRR1635908,,104064000,104066000
22554,9,0.00131752305665,1,-13.5,0.0,1,15,-8,0.56,1,0,0.0,0.0,15,0.0,1,0.0,0.0,0.0,3,0.00776914539401,22554,mapped_nonMirna_SRR837842:miRCluster_2574_16:chr3:159906407_159906422+,3,159906407,159906422,False,SRR837842,,159906000,159907000
11618,14,0.0820105820106,1,-34.9,0.0,2,27,-21,0.82,1,0,0.0,0.0,27,0.0,0,0.0,0.0,1.0,6,0.0,11618,mapped_nonMirna_SRR2174517:miRCluster_7126_18:chr10:93062889_93062906+,10,93062889,93062906,False,SRR2174517,,93062000,93064000
3295,13,0.047619047619,1,-14.4,0.0,2,30,1,0.87,3,0,0.0,1.0,30,0.0,0,0.0,0.0,0.0,6,1.0,3295,mapped_nonMirna_ERR852099:miRCluster_3004_17:chr12:78331637_78331653+,12,78331637,78331653,False,ERR852099,,78331000,78332000
22340,10,0.266666666667,1,-30.5,1.0,3,25,-14,0.77,7,0,0.0,1.0,25,0.0,0,0.0,0.0,0.0,2,0.266666666667,22340,mapped_nonMirna_SRR837842:miRCluster_10650_20:chr17:73092669_73092688-,17,73092669,73092688,False,SRR837842,,73092000,73093000
1821,9,1.0,1,-8.2,1.0,1,9,-3,0.6,3,0,0.0,1.0,9,0.0,0,0.0,1.0,1.0,1,1.0,1821,mapped_nonMirna_ERR409900:miRCluster_27050_28:chr13:96884892_96884919-,13,96884892,96884919,False,ERR409900,,96884000,96886000
9495,7,0.260869565217,1,-20.0,1.0,3,16,-3,0.58,4,0,0.0,0.733333333333,16,0.0,0,0.0,0.0,0.782608695652,0,0.652173913043,9495,mapped_nonMirna_SRR1635908:miRCluster_8562_18:chr5:154816462_154816479+,5,154816462,154816479,False,SRR1635908,,154816000,154817000
14542,12,1.0,1,-5.5,1.0,1,12,-4,0.63,3,0,0.0,1.0,12,0.0,0,0.0,0.0,1.0,2,1.0,14542,mapped_nonMirna_SRR333680:miRCluster_12941_23:chr12:63822514_63822536+,12,63822514,63822536,False,SRR333680,,63822000,63823000
21271,12,0.00288144895719,1,-16.8,1.0,2,18,-21,0.8,4,0,0.0,1.0,18,0.00159926890564,0,0.0,0.0,0.00136892539357,3,0.00756756756757,21271,mapped_nonMirna_SRR837839:miRCluster_3094_18:chr3:130404124_130404141+,3,130404124,130404141,False,SRR837839,,130403000,130405000
21313,8,0.166666666667,1,-16.5,0.0,1,15,2,0.57,2,0,0.0,0.0,15,0.0,0,1.0,0.0,1.0,2,1.0,21313,mapped_nonMirna_SRR837839:miRCluster_3858_16:chr4:88212840_88212855+,4,88212840,88212855,False,SRR837839,,88212000,88214000
5122,12,0.0078125,1,-16.1,0.0,3,21,-50,0.75,0,0,0.0,0.0,21,0.0,0,0.0,0.0,1.0,3,0.0,5122,mapped_nonMirna_ERR973613:miRCluster_14444_18:chr14:74950449_74950466-,14,74950449,74950466,False,ERR973613,,74950000,74951000
16209,10,0.0645161290323,1,-12.5,0.0,1,25,5,0.62,1,0,0.0,0.0,25,0.0,0,0.0,0.0,0.0,5,1.0,16209,mapped_nonMirna_SRR372650:miRCluster_1850_16:chr7:81457923_81457938-,7,81457923,81457938,False,SRR372650,,81457000,81459000
1899,13,0.981873111782,1,-19.0,0.0,1,22,6,0.72,0,0,0.0,0.0,22,0.0,0,0.0,0.932203389831,1.0,5,0.0,1899,mapped_nonMirna_ERR409900:miRCluster_31120_25:chr16:58559907_58559931-,16,58559907,58559931,False,ERR409900,,58559000,58561000
21255,10,0.00195694716243,1,-10.6,0.0,2,13,-2,0.59,1,0,0.0,0.0,13,0.0,0,0.0,0.0,0.0,1,0.0,21255,mapped_nonMirna_SRR837839:miRCluster_3022_17:chr3:83823399_83823415+,3,83823399,83823415,False,SRR837839,,83823000,83824000
5849,12,1.0,1,-44.9,1.0,1,28,5,0.75,7,0,0.0,1.0,28,0.0,0,0.0,0.0,1.0,6,1.0,5849,mapped_nonMirna_SRR1291267:miRCluster_2357_27:chr6:80106686_80106712+,6,80106686,80106712,False,SRR1291267,,80106000,80107000
13646,12,0.103448275862,1,-6.2,0.0,1,16,8,0.75,1,0,0.0,0.0,16,1.0,0,0.0,0.0,0.0,4,0.0,13646,mapped_nonMirna_SRR333674:miRCluster_21295_16:chr18:46516952_46516967-,18,46516952,46516967,False,SRR333674,,46516000,46518000
18261,10,0.166666666667,1,-23.8,1.0,3,30,2,0.62,6,0,0.0,1.0,30,0.0,0,0.0,0.0,0.333333333333,6,0.2,18261,mapped_nonMirna_SRR553576:miRCluster_16458_25:chr17:80146866_80146890-,17,80146866,80146890,False,SRR553576,,80146000,80148000
4141,8,0.181818181818,1,-6.1,0.0,1,12,-3,0.53,2,0,0.0,1.0,12,0.0,0,0.0,1.0,1.0,2,0.222222222222,4141,mapped_nonMirna_ERR973611:miRCluster_14467_25:chr13:102789014_102789038-,13,102789014,102789038,False,ERR973611,,102788000,102790000
11018,9,0.044776119403,1,-35.0,0.4,2,27,12,0.6,3,0,0.0,1.0,27,1.0,0,0.0,0.0,0.0714285714286,4,0.266666666667,11018,mapped_nonMirna_SRR2174513:miRCluster_5556_19:chr7:27165477_27165495-,7,27165477,27165495,False,SRR2174513,,27165000,27166000
2001,10,0.0869565217391,1,-21.7,1.0,2,23,-12,0.62,7,0,0.0,1.0,23,0.0,1,0.0,0.0,0.0,1,1.0,2001,mapped_nonMirna_ERR409900:miRCluster_5566_23:chr2:209733775_209733797+,2,209733775,209733797,False,ERR409900,,209733000,209734000
