,count_bindings_in_miRNA,exactMatchRatio,pair_state_No,mFE,head_minus3_TemplateNucleotide_percentage,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,headUnstableLength,pair_state_Yes,tail_plus2_A_percentage,head_minus2_TemplateNucleotide_percentage,binding_count,tail_plus1_A_percentage,armType_loop,tail_plus3_A_percentage,tail_plus5_TemplateNucleotide_percentage,tail_plus1_TemplateNucleotide_percentage,interiorLoopCount,head_minus1_TemplateNucleotide_percentage,index,clusterName,chrom,start,end,miRNA,sample,annotation,precursor
4700,17,0.771428571429,0,-37.4,0.0,1,32,5,0.85,0,1,0.0,0.0,32,0.0,0,1.0,0.0,0.896551724138,4,0.0,4700,mapped_mirna_ERR973613:miRCluster_3195_23:chr14:101044250_101044272+,14,101044250,101044272,True,ERR973613,Hsa-Mir-154-P28b_3p_co,Hsa-Mir-154-P28b_co
2271,20,0.927184466019,0,-48.6,0.0,1,34,6,0.95,1,1,1.0,0.0,34,0.0,0,0.0,0.0,1.0,7,1.0,2271,mapped_mirna_ERR852097:miRCluster_449_24:chr12:6964112_6964135+,12,6964112,6964135,True,ERR852097,Hsa-Mir-8-P2b_5p*,Hsa-Mir-8-P2b
2966,19,0.933333333333,0,-34.9,0.0,1,31,0,0.9,0,1,1.0,0.0,31,0.777777777778,0,0.0,0.0,0.560975609756,3,0.0,2966,mapped_mirna_ERR852099:miRCluster_746_24:chr14:101065606_101065629+,14,101065606,101065629,True,ERR852099,Hsa-Mir-154-P5_5p,Hsa-Mir-154-P5
20110,19,0.937634408602,0,-37.1,0.0,1,34,6,0.86,0,1,0.0,0.0,34,0.0,0,0.0,0.0,0.78021978022,5,0.0,20110,mapped_mirna_SRR837477:miRCluster_181_24:chr7:25949920_25949943-,7,25949920,25949943,True,SRR837477,Hsa-Mir-148-P1_3p,Hsa-Mir-148-P1
957,18,0.681818181818,1,-33.9,0.0,1,32,2,0.86,0,0,0.0,0.0,32,0.0,0,0.0,0.0,1.0,4,0.0,957,mapped_mirna_ERR038425:miRCluster_487_22:chr14:101039732_101039753+,14,101039732,101039753,True,ERR038425,Hsa-Mir-376-P4_3p,Hsa-Mir-376-P4
19657,20,0.939598036757,0,-47.9,0.0,1,41,8,0.95,1,1,0.997961264016,0.0,41,0.903703703704,0,0.851851851852,0.0,0.992831350892,3,0.744186046512,19657,mapped_mirna_SRR567638:miRCluster_1684_25:chrX:53557244_53557268-,X,53557244,53557268,True,SRR567638,Hsa-Let-7-P2a3_5p,Hsa-Let-7-P2a3
16736,11,0.65,1,-39.0,1.0,1,30,5,0.92,8,0,1.0,1.0,30,1.0,0,0.0,0.0,0.75,2,0.75,16736,mapped_mirna_SRR553574:miRCluster_1168_23:chr12:53991762_53991784+,12,53991762,53991784,True,SRR553574,Hsa-Mir-196-P4_5p,Hsa-Mir-196-P4
3934,15,0.795593061416,0,-47.0,0.0,1,31,4,0.79,1,1,0.0,0.0,31,0.5,0,0.0,0.456762749446,0.997732426304,3,1.0,3934,mapped_mirna_ERR973611:miRCluster_2345_26:chr8:64379172_64379197+,8,64379172,64379197,True,ERR973611,Hsa-Mir-124-P1-v1_5p*,Hsa-Mir-124-P1
2867,17,0.909090909091,1,-34.2,0.0,1,30,4,0.81,0,0,0.0,0.0,30,1.0,0,0.0,0.0,0.888888888889,5,0.0,2867,mapped_mirna_ERR852099:miRCluster_38_22:chr1:243346225_243346246+,1,243346225,243346246,True,ERR852099,Hsa-Mir-4677_3p,Hsa-Mir-4677
14415,17,0.909090909091,0,-57.0,0.0,1,33,3,0.89,1,1,0.0,0.0,33,0.777777777778,0,0.791666666667,0.0,0.948051948052,3,1.0,14415,mapped_mirna_SRR333680:miRCluster_2452_24:chrX:50014649_50014672+,X,50014649,50014672,True,SRR333680,Hsa-Mir-362-P4_3p,Hsa-Mir-362-P4
2968,18,0.970588235294,1,-37.4,0.0,1,32,4,0.86,0,0,0.0,0.0,32,1.0,0,0.0,0.0,0.714285714286,5,0.0,2968,mapped_mirna_ERR852099:miRCluster_748_23:chr14:101065961_101065983+,14,101065961,101065983,True,ERR852099,Hsa-Mir-154-P12_3p,Hsa-Mir-154-P12
18817,19,0.858409817469,0,-49.6,0.0,1,36,5,0.9,2,1,0.805699481865,0.986666666667,36,0.85328422345,0,0.0,0.0,0.800269740069,4,0.987567168897,18817,mapped_mirna_SRR567637:miRCluster_1637_26:chr19:53739384_53739409+,19,53739384,53739409,True,SRR567637,Hsa-Mir-430-P39_3p,Hsa-Mir-430-P39
19492,17,0.930452057364,1,-43.6,0.0,1,38,10,0.81,2,0,0.189270644967,0.0,38,0.774774774775,0,0.841328413284,0.0,0.990145721569,3,0.769230769231,19492,mapped_mirna_SRR567638:miRCluster_1472_26:chr19:53761147_53761172+,19,53761147,53761172,True,SRR567638,Hsa-Mir-430-P31b_5p,Hsa-Mir-430-P31b
2476,19,0.973837209302,1,-38.0,0.0,1,34,4,0.86,2,0,1.0,1.0,34,1.0,0,0.0,0.0,0.975806451613,6,1.0,2476,mapped_mirna_ERR852097:miRCluster_285_26:chr7:129774965_129774990-,7,129774965,129774990,True,ERR852097,Hsa-Mir-96-P3-v2_5p,Hsa-Mir-96-P3
20154,17,0.732558139535,1,-35.2,0.0,1,32,2,0.81,0,0,0.333333333333,0.0,32,0.0,0,0.0,1.0,0.970588235294,5,0.0,20154,mapped_mirna_SRR837477:miRCluster_556_26:chrX:74218389_74218414-,X,74218389,74218414,True,SRR837477,Hsa-Mir-95-P2_3p,Hsa-Mir-95-P2
17139,16,0.601694915254,0,-38.9,0.0,1,31,7,0.76,1,1,1.0,0.0,31,0.276923076923,0,0.0,0.0,0.903988183161,7,1.0,17139,mapped_mirna_SRR553575:miRCluster_1233_24:chr10:103394299_103394322-,10,103394299,103394322,True,SRR553575,Hsa-Mir-1307_3p*,Hsa-Mir-1307
934,17,0.564806866953,1,-30.5,0.0,1,27,1,0.81,1,0,0.823412698413,0.0,27,0.766666666667,0,1.0,0.0,0.977827050998,5,0.942307692308,934,mapped_mirna_ERR038425:miRCluster_414_25:chr11:122152273_122152297-,11,122152273,122152297,True,ERR038425,Hsa-Mir-10-P2d_5p,Hsa-Mir-10-P2d
3646,17,0.846153846154,0,-40.9,0.0,1,34,8,0.81,1,1,0.0,0.0,34,0.0,0,0.0,0.0,0.222222222222,6,1.0,3646,mapped_mirna_ERR973611:miRCluster_3676_23:chr14:100874553_100874575+,14,100874553,100874575,True,ERR973611,Hsa-Mir-337-as_5p,Hsa-Mir-337-as
19447,18,0.765891472868,0,-49.9,0.0,1,36,8,0.9,2,1,0.89242492156,1.0,36,0.554502369668,0,0.95233463035,0.0,0.977977246634,4,0.151696606786,19447,mapped_mirna_SRR567638:miRCluster_1413_25:chr19:53690932_53690956+,19,53690932,53690956,True,SRR567638,Hsa-Mir-430-P21_3p,Hsa-Mir-430-P21
19937,18,0.977678571429,0,-28.2,0.0,1,31,4,0.82,0,1,0.0,0.0,31,0.0,0,0.0,0.0,0.0,6,0.0,19937,mapped_mirna_SRR837475:miRCluster_71_22:chr3:160404607_160404628+,3,160404607,160404628,True,SRR837475,Hsa-Mir-15-P1b_5p,Hsa-Mir-15-P1b
19911,19,0.987228607918,1,-40.7,0.0,1,37,7,0.86,0,0,0.0,0.0,37,0.0,0,0.0,0.0,1.0,5,0.0,19911,mapped_mirna_SRR837475:miRCluster_331_24:chr17:59841273_59841296+,17,59841273,59841296,True,SRR837475,Hsa-Mir-21_5p,Hsa-Mir-21
613,19,0.555025613849,1,-47.2,0.0,1,33,5,0.9,1,0,0.435796486978,0.0,33,0.282501938485,0,0.678958785249,0.0,0.597649750416,6,0.3,613,mapped_mirna_ERR038420:miRCluster_787_23:chr17:48037172_48037194-,17,48037172,48037194,True,ERR038420,Hsa-Mir-148-P3_3p,Hsa-Mir-148-P3
1617,20,0.988165680473,0,-42.1,1.0,1,36,9,1.0,3,1,0.0,1.0,36,0.0,0,0.0,0.0,1.0,4,1.0,1617,mapped_mirna_ERR409900:miRCluster_1556_25:chr9:109046231_109046255-,9,109046231,109046255,True,ERR409900,Hsa-Mir-32_3p*,Hsa-Mir-32
10333,18,0.818287037037,0,-48.8,0.0,1,31,2,0.82,1,1,0.964566929134,0.0,31,0.920289855072,0,0.279661016949,0.0,0.951502372167,4,0.909090909091,10333,mapped_mirna_SRR2174513:miRCluster_3305_26:chr17:30117094_30117119+,17,30117094,30117119,True,SRR2174513,Hsa-Mir-423_5p,Hsa-Mir-423
4699,17,0.939297124601,0,-37.4,0.0,1,32,4,0.81,0,1,0.0,0.0,32,0.666666666667,0,0.0,0.0,0.966101694915,4,0.0,4699,mapped_mirna_ERR973613:miRCluster_3194_22:chr14:101044212_101044233+,14,101044212,101044233,True,ERR973613,Hsa-Mir-154-P28b_5p,Hsa-Mir-154-P28b
21999,16,0.866666666667,1,-41.7,0.0,1,27,4,0.7,0,0,0.0,0.0,27,1.0,0,0.0,0.0,0.0,3,0.0,21999,mapped_mirna_SRR837842:miRCluster_6863_23:chrX:50010681_50010703+,X,50010681,50010703,True,SRR837842,Hsa-Mir-362-P5_5p,Hsa-Mir-362-P5
17012,16,1.0,0,-34.9,0.0,1,28,5,0.76,1,1,0.0,0.0,28,0.0,0,0.0,0.0,1.0,4,1.0,17012,mapped_mirna_SRR553574:miRCluster_1884_24:chrX:134541400_134541423-,X,134541400,134541423,True,SRR553574,Hsa-Mir-542-v2_5p*,Hsa-Mir-542
1364,15,1.0,1,-33.5,0.0,1,27,4,0.75,0,0,0.0,0.0,27,0.0,0,0.0,0.0,1.0,6,0.0,1364,mapped_mirna_ERR409900:miRCluster_2337_23:chr15:85770545_85770567-,15,85770545,85770567,True,ERR409900,Hsa-Mir-1276_5p,Hsa-Mir-1276
19920,17,0.888198757764,1,-44.2,0.0,1,32,5,0.81,0,0,0.0,0.0,32,1.0,0,0.0,0.0,0.975409836066,5,0.0,19920,mapped_mirna_SRR837475:miRCluster_373_24:chr19:51693268_51693291+,19,51693268,51693291,True,SRR837475,Hsa-Mir-10-P3b_5p,Hsa-Mir-10-P3b
13990,17,0.538461538462,1,-50.5,0.0,1,33,8,0.77,0,0,1.0,0.0,33,1.0,0,0.0,0.0,0.0,4,0.0,13990,mapped_mirna_SRR333680:miRCluster_1278_22:chr10:63373012_63373033-,10,63373012,63373033,True,SRR333680,Hsa-Mir-1296_5p,Hsa-Mir-1296
17101,17,0.875310313699,1,-38.8,0.0,1,29,3,0.77,2,0,0.12,1.0,29,0.698529411765,0,0.0,0.0,0.0,3,1.0,17101,mapped_mirna_SRR553575:miRCluster_6_24:chr1:1169053_1169076+,1,1169053,1169076,True,SRR553575,Hsa-Mir-8-P3a_3p,Hsa-Mir-8-P3a
21745,15,0.922885572139,1,-34.6,0.0,1,29,2,0.68,0,0,0.0,0.0,29,0.0,0,0.0,0.0,1.0,3,0.0,21745,mapped_mirna_SRR837842:miRCluster_5169_25:chr14:101046505_101046529+,14,101046505,101046529,True,SRR837842,Hsa-Mir-154-P17_3p,Hsa-Mir-154-P17
21768,15,0.861111111111,0,-35.6,0.0,1,31,4,0.88,1,1,0.0,0.0,31,0.0,0,0.0,1.0,1.0,5,1.0,21768,mapped_mirna_SRR837842:miRCluster_5470_23:chr15:55372953_55372975-,15,55372953,55372975,True,SRR837842,Hsa-Mir-628_3p_co,Hsa-Mir-628_co
1662,19,0.944055944056,1,-35.8,0.0,1,32,3,0.9,1,0,1.0,0.0,32,1.0,0,0.0,0.0,0.966292134831,4,1.0,1662,mapped_mirna_ERR409900:miRCluster_3075_23:chrX:114652695_114652717+,X,114652695,114652717,True,ERR409900,Hsa-Mir-95-P4_3p_co,Hsa-Mir-95-P4_co
611,16,0.796875,0,-36.9,0.0,1,32,10,0.76,0,1,0.0,0.0,32,1.0,0,0.0,0.0,0.935185185185,5,0.0,611,mapped_mirna_ERR038420:miRCluster_751_23:chr17:31575478_31575500+,17,31575478,31575500,True,ERR038420,Hsa-Mir-193-P2b_3p,Hsa-Mir-193-P2b
1110,20,0.100599180069,1,-53.9,0.0,1,41,7,0.91,0,0,1.0,0.0,41,0.472868217054,0,0.0,0.0,0.00769230769231,4,0.0,1110,mapped_mirna_ERR038425:miRCluster_735_22:chrX:53556299_53556320-,X,53556299,53556320,True,ERR038425,Hsa-Let-7-P2b3_5p,Hsa-Let-7-P2b3
17453,19,1.0,1,-46.5,0.0,1,33,3,0.9,1,0,0.0,0.0,33,0.0,0,0.0,0.0,1.0,4,1.0,17453,mapped_mirna_SRR553575:miRCluster_2220_24:chrX:139924158_139924181-,X,139924158,139924181,True,SRR553575,Hsa-Mir-505-v2_3p*,Hsa-Mir-505
3568,20,0.849237221175,1,-40.0,0.0,1,35,3,0.91,1,0,0.923611111111,0.0,35,0.981348167539,0,0.939393939394,0.0,0.719607303422,4,0.0,3568,mapped_mirna_ERR973611:miRCluster_374_25:chr1:154193709_154193733-,1,154193709,154193733,True,ERR973611,Hsa-Mir-190-P3_5p,Hsa-Mir-190-P3
14313,17,0.772277227723,0,-42.2,0.0,1,30,4,0.81,0,1,0.789473684211,0.0,30,0.0,0,1.0,0.0,1.0,4,0.0,14313,mapped_mirna_SRR333680:miRCluster_713_24:chr5:168768208_168768231-,5,168768208,168768231,True,SRR333680,Hsa-Mir-218-P4_5p,Hsa-Mir-218-P4
11181,19,0.765336821452,0,-55.0,0.0,1,35,5,0.86,2,1,0.632421530316,1.0,35,0.0,0,0.337662337662,0.0,0.909644273916,5,0.991683991684,11181,mapped_mirna_SRR2174517:miRCluster_2816_26:chr12:6963740_6963765+,12,6963740,6963765,True,SRR2174517,Hsa-Mir-8-P1b_3p,Hsa-Mir-8-P1b
16529,17,0.357142857143,0,-34.1,0.0,3,31,-24,0.85,0,1,0.0,0.0,31,0.0,0,0.285714285714,0.0,1.0,2,0.0,16529,mapped_mirna_SRR384894:miRCluster_460_22:chr9:28888888_28888909-,9,28888888,28888909,True,SRR384894,Hsa-Mir-873-v1_3p_co,Hsa-Mir-873_co
1341,16,0.869318181818,0,-37.2,0.0,1,33,7,0.76,0,1,0.0,0.0,33,1.0,0,0.0,0.0,0.886524822695,5,0.0,1341,mapped_mirna_ERR409900:miRCluster_2200_22:chr14:101064548_101064569+,14,101064548,101064569,True,ERR409900,Hsa-Mir-541_3p_co,Hsa-Mir-541_co
6108,19,0.244759972955,1,-43.7,0.0,1,35,6,0.95,0,0,0.0675273088381,0.0,35,0.967519685039,0,1.0,0.5,0.296885813149,3,0.0,6108,mapped_mirna_SRR1291269:miRCluster_432_25:chr6:52144401_52144425+,6,52144401,52144425,True,SRR1291269,Hsa-Mir-1-P2_3p,Hsa-Mir-1-P2
6040,17,0.762845849802,1,-38.7,0.0,1,33,4,0.81,1,0,1.0,0.0,33,1.0,0,1.0,0.0,0.915,4,1.0,6040,mapped_mirna_SRR1291269:miRCluster_1263_25:chr19:20399319_20399343-,19,20399319,20399343,True,SRR1291269,Hsa-Mir-1270_5p,Hsa-Mir-1270
17322,21,0.886320455985,1,-42.6,0.0,1,31,0,0.91,0,0,1.0,0.0,31,0.952380952381,0,0.0,0.0,0.0666666666667,2,0.0,17322,mapped_mirna_SRR553575:miRCluster_452_24:chr3:52294269_52294292-,3,52294269,52294292,True,SRR553575,Hsa-Mir-135-P1_5p,Hsa-Mir-135-P1
4882,20,0.928571428571,1,-49.1,0.0,1,34,0,0.91,0,0,0.0,0.0,34,0.0,0,0.0,0.0,0.0,2,0.0,4882,mapped_mirna_ERR973613:miRCluster_1089_22:chr4:114656773_114656794+,4,114656773,114656794,True,ERR973613,Hsa-Mir-577_5p,Hsa-Mir-577
4755,18,0.973484848485,1,-39.5,0.0,1,33,7,0.78,0,0,0.0,0.0,33,0.0,0,0.0,0.0,0.8,8,0.0,4755,mapped_mirna_ERR973613:miRCluster_3684_24:chr17:2050327_2050350-,17,2050327,2050350,True,ERR973613,Hsa-Mir-132-P2_5p,Hsa-Mir-132-P2
538,18,0.778145695364,1,-30.0,0.0,1,31,3,0.82,0,0,0.92,0.0,31,0.228571428571,0,0.0,0.0,0.820512820513,6,0.0,538,mapped_mirna_ERR038420:miRCluster_532_24:chr11:111513451_111513474+,11,111513451,111513474,True,ERR038420,Hsa-Mir-34-P2b_5p,Hsa-Mir-34-P2b
16597,17,0.663130826101,0,-32.1,0.0,1,28,1,0.81,0,1,0.967741935484,0.0,28,0.936392075078,0,0.0,0.0,0.120183486239,3,0.0,16597,mapped_mirna_SRR384894:miRCluster_1073_23:chrX:145994319_145994341-,X,145994319,145994341,True,SRR384894,Hsa-Mir-506-P10_5p,Hsa-Mir-506-P10
4607,16,0.71875,1,-54.9,0.0,1,31,5,0.76,0,0,1.0,0.0,31,0.0,0,1.0,0.0,0.923076923077,7,0.0,4607,mapped_mirna_ERR973613:miRCluster_2576_23:chr11:34941888_34941910+,11,34941888,34941910,True,ERR973613,Hsa-Mir-1343_3p,Hsa-Mir-1343
19201,22,0.893325211035,0,-52.1,0.0,1,34,0,0.92,1,1,0.4,0.0,34,0.0169415960767,0,0.0,0.0,0.0731404958678,3,1.0,19201,mapped_mirna_SRR567638:miRCluster_10_27:chr1:40754370_40754396+,1,40754370,40754396,True,SRR567638,Hsa-Mir-30-P1d_5p,Hsa-Mir-30-P1d
22983,18,0.818181818182,0,-36.1,0.0,1,35,4,0.9,0,1,0.714285714286,0.0,35,1.0,0,1.0,0.0,0.992395437262,5,0.0,22983,mapped_mirna_SRR944031:miRCluster_872_23:chr14:101062056_101062078+,14,101062056,101062078,True,SRR944031,Hsa-Mir-154-P6_5p*,Hsa-Mir-154-P6
21650,20,0.874100719424,1,-51.4,0.0,1,36,6,0.95,1,0,0.4,0.0,36,0.75,0,0.0,0.0,0.960591133005,2,1.0,21650,mapped_mirna_SRR837842:miRCluster_235_23:chr1:193136551_193136573+,1,193136551,193136573,True,SRR837842,Hsa-Mir-1278_3p,Hsa-Mir-1278
6613,16,0.6875,1,-39.0,0.0,1,27,7,0.76,0,0,0.0,0.0,27,0.0,0,0.0,0.0,1.0,5,0.0,6613,mapped_mirna_SRR1635903:miRCluster_1834_22:chr6:166509364_166509385-,6,166509364,166509385,True,SRR1635903,Hsa-Mir-1913_3p_co,Hsa-Mir-1913_co
20385,19,0.9,1,-46.3,0.0,1,33,2,0.9,0,0,0.0,0.0,33,0.0,0,0.0,0.0,1.0,4,0.0,20385,mapped_mirna_SRR837839:miRCluster_5929_23:chr19:53788748_53788770+,19,53788748,53788770,True,SRR837839,Hsa-Mir-430-P7_3p,Hsa-Mir-430-P7
20353,18,0.908771929825,0,-26.0,0.0,1,29,3,0.86,0,1,0.6,0.0,29,1.0,0,0.0,0.0,0.959798994975,6,0.0,20353,mapped_mirna_SRR837839:miRCluster_5624_24:chr17:59151185_59151208-,17,59151185,59151208,True,SRR837839,Hsa-Mir-130-P2b_5p*,Hsa-Mir-130-P2b
534,18,0.461538461538,0,-49.8,0.0,1,34,4,0.95,0,1,0.0,0.0,34,0.0,0,0.0,0.0,0.8,5,0.0,534,mapped_mirna_ERR038420:miRCluster_544_22:chr11:64891368_64891389-,11,64891368,64891389,True,ERR038420,Hsa-Mir-194-P2_3p*,Hsa-Mir-194-P2
15097,19,0.30176619936,1,-57.9,0.0,1,40,11,0.95,1,0,0.975258541694,0.0,40,0.799405589007,0,0.93427171977,0.0956290751026,0.890754991461,5,0.458438287154,15097,mapped_mirna_SRR372648:miRCluster_3739_25:chr22:46113690_46113714+,22,46113690,46113714,True,SRR372648,Hsa-Let-7-P2b2_5p,Hsa-Let-7-P2b2
580,18,0.758426966292,1,-49.1,0.0,1,36,8,0.86,2,0,1.0,1.0,36,0.0,0,0.0,0.0,0.408163265306,6,1.0,580,mapped_mirna_ERR038420:miRCluster_678_24:chr14:104117468_104117491+,14,104117468,104117491,True,ERR038420,Hsa-Mir-203-v1_3p,Hsa-Mir-203
18798,17,0.773954116059,0,-46.3,0.666666666667,1,35,7,0.85,3,1,0.661616161616,0.90243902439,35,0.695767195767,0,0.961038961039,0.0,0.89165950129,5,0.968584758942,18798,mapped_mirna_SRR567637:miRCluster_1616_25:chr19:53711053_53711077+,19,53711053,53711077,True,SRR567637,Hsa-Mir-430-P43_3p_co,Hsa-Mir-430-P43_co
20225,15,1.0,0,-34.2,0.0,1,30,7,0.79,1,1,0.0,0.0,30,0.0,0,0.0,0.0,1.0,5,1.0,20225,mapped_mirna_SRR837839:miRCluster_4022_23:chr11:111512988_111513010+,11,111512988,111513010,True,SRR837839,Hsa-Mir-34-P2a_3p_co,Hsa-Mir-34-P2a_co
4929,20,0.864165588616,0,-55.5,0.0,1,34,5,0.95,1,1,0.258064516129,0.0,34,1.0,0,0.5,0.0,0.963157894737,5,1.0,4929,mapped_mirna_ERR973613:miRCluster_1830_23:chr7:151238487_151238509+,7,151238487,151238509,True,ERR973613,Hsa-Mir-671_3p_co,Hsa-Mir-671_co
10314,21,0.560787443469,1,-52.9,0.0,1,35,4,0.95,2,0,0.419023136247,0.0,35,0.191818181818,0,0.136363636364,0.0,0.0384615384615,6,1.0,10314,mapped_mirna_SRR2174513:miRCluster_3255_23:chr16:67202327_67202349-,16,67202327,67202349,True,SRR2174513,Hsa-Mir-328_3p,Hsa-Mir-328
19450,18,0.41730828457,1,-40.6,1.0,1,34,7,0.95,5,0,0.013079667063,1.0,34,0.00826972010178,0,0.291560102302,0.519230769231,0.474423269809,6,0.774193548387,19450,mapped_mirna_SRR567638:miRCluster_1416_29:chr19:53695258_53695286+,19,53695258,53695286,True,SRR567638,Hsa-Mir-430-P17_3p*,Hsa-Mir-430-P17
11153,18,0.934659090909,0,-33.0,0.0,1,33,5,0.86,1,1,1.0,0.0,33,1.0,0,0.0,0.0,0.758064516129,6,1.0,11153,mapped_mirna_SRR2174517:miRCluster_2360_24:chr10:17845121_17845144+,10,17845121,17845144,True,SRR2174517,Hsa-Mir-511_5p,Hsa-Mir-511
10169,17,0.636363636364,1,-50.9,0.0,2,37,2,0.74,0,0,0.0,0.0,37,0.5,0,0.0,0.0,0.0,5,0.0,10169,mapped_mirna_SRR2174513:miRCluster_2266_23:chr10:86264747_86264769-,10,86264747,86264769,True,SRR2174513,Hsa-Mir-346_5p,Hsa-Mir-346
23902,15,0.749011857708,0,-34.4,0.0,1,28,4,0.75,0,1,0.0,0.0,28,0.0,0,0.0,0.0,0.979381443299,5,0.0,23902,mapped_mirna_SRR944034:miRCluster_1631_24:chrX:147272376_147272399-,X,147272376,147272399,True,SRR944034,Hsa-Mir-506-P5_5p,Hsa-Mir-506-P5
16425,18,0.863600106355,0,-42.4,0.0,1,33,10,0.9,2,1,0.0,0.0,33,0.985294117647,0,0.856257744734,0.0,0.968995075688,7,0.999338405557,16425,mapped_mirna_SRR384894:miRCluster_904_24:chr19:10817428_10817451-,19,10817428,10817451,True,SRR384894,Hsa-Mir-199-P3-v3_3p,Hsa-Mir-199-P3
19510,17,0.956947162427,1,-38.1,0.0,1,28,3,0.77,1,0,1.0,0.0,28,0.0,0,0.0,0.0,0.53164556962,5,1.0,19510,mapped_mirna_SRR567638:miRCluster_1528_24:chr20:62564970_62564993+,20,62564970,62564993,True,SRR567638,Hsa-Mir-133-P3-v1_3p,Hsa-Mir-133-P3
2316,16,0.643564356436,1,-29.7,0.0,1,28,4,0.8,1,0,1.0,0.0,28,1.0,0,1.0,0.0,0.623931623932,6,1.0,2316,mapped_mirna_ERR852097:miRCluster_543_23:chr14:101040268_101040290+,14,101040268,101040290,True,ERR852097,Hsa-Mir-154-P23_3p,Hsa-Mir-154-P23
3645,17,0.609756097561,0,-41.9,0.0,1,36,5,0.85,0,1,1.0,0.0,36,1.0,0,0.0,0.0,0.625,7,0.0,3645,mapped_mirna_ERR973611:miRCluster_3675_21:chr14:100874515_100874535+,14,100874515,100874535,True,ERR973611,Hsa-Mir-337-as_3p_co,Hsa-Mir-337-as_co
19244,18,0.80223880597,0,-52.3,0.0,1,30,2,0.82,0,1,0.333333333333,0.0,30,0.473684210526,0,0.0,0.0,0.0,5,0.0,19244,mapped_mirna_SRR567638:miRCluster_887_22:chr11:1996766_1996787-,11,1996766,1996787,True,SRR567638,Hsa-Mir-675_3p,Hsa-Mir-675
2423,18,0.961667787492,1,-33.6,0.0,1,31,2,0.82,1,0,1.0,0.0,31,0.333333333333,0,0.0,0.0,0.960410557185,4,0.0,2423,mapped_mirna_ERR852097:miRCluster_751_24:chr21:35720731_35720754+,21,35720731,35720754,True,ERR852097,Hsa-Mir-459_5p,Hsa-Mir-459
16428,15,0.974683544304,0,-38.1,0.0,1,30,7,0.71,0,1,0.0,0.0,30,0.0,0,0.0,0.0,1.0,7,0.0,16428,mapped_mirna_SRR384894:miRCluster_907_24:chr19:13836325_13836348-,19,13836325,13836348,True,SRR384894,Hsa-Mir-24-P3_5p*,Hsa-Mir-24-P3
10491,20,0.66043934895,1,-30.3,0.0,1,31,1,1.0,2,0,0.0,0.0,31,0.0,0,0.557813255926,0.829268292683,0.996143886512,3,0.994004373281,10491,mapped_mirna_SRR2174513:miRCluster_1961_25:chr9:4850344_4850368+,9,4850344,4850368,True,SRR2174513,Hsa-Mir-101-P2-v2_3p,Hsa-Mir-101-P2
15904,16,0.869822485207,0,-37.8,0.0,1,28,5,0.73,0,1,0.0,0.0,28,0.0,0,0.0,0.0,0.944881889764,4,0.0,15904,mapped_mirna_SRR372650:miRCluster_4036_25:chrX:50008443_50008467+,X,50008443,50008467,True,SRR372650,Hsa-Mir-362-P2-v1_5p*,Hsa-Mir-362-P2
19679,18,0.384126984127,1,-54.3,0.0,1,34,2,0.9,2,0,1.0,1.0,34,0.0,0,0.994652406417,0.0,1.0,2,1.0,19679,mapped_mirna_SRR567638:miRCluster_1662_26:chrX:136550890_136550915+,X,136550890,136550915,True,SRR567638,Hsa-Mir-934_5p,Hsa-Mir-934
6401,17,0.840909090909,0,-34.8,0.0,1,31,4,0.85,1,1,0.0,0.0,31,1.0,0,0.0,0.0,0.631578947368,4,1.0,6401,mapped_mirna_SRR1635903:miRCluster_456_24:chr1:207801901_207801924-,1,207801901,207801924,True,SRR1635903,Hsa-Mir-29-P2d_5p*,Hsa-Mir-29-P2d
19554,18,0.880212894967,0,-41.1,0.0,1,30,1,0.82,1,1,0.936936936937,0.0,30,0.757125154895,0,0.0,0.0,0.934645286686,6,0.4,19554,mapped_mirna_SRR567638:miRCluster_422_26:chr5:149430660_149430685+,5,149430660,149430685,True,SRR567638,Hsa-Mir-145_5p,Hsa-Mir-145
21925,18,0.904,0,-35.5,0.0,1,32,2,0.82,0,1,1.0,0.0,32,0.0,0,0.0,0.0,0.942028985507,4,0.0,21925,mapped_mirna_SRR837842:miRCluster_3025_23:chr7:27169492_27169514-,7,27169492,27169514,True,SRR837842,Hsa-Mir-196-P1_3p*,Hsa-Mir-196-P1
5947,17,0.538881309686,0,-35.3,0.0,1,31,5,0.77,0,1,0.0,0.0,31,0.966666666667,0,0.5,0.0,0.220779220779,6,0.0,5947,mapped_mirna_SRR1291269:miRCluster_893_25:chr13:91350655_91350679+,13,91350655,91350679,True,SRR1291269,Hsa-Mir-17-P1a_3p*,Hsa-Mir-17-P1a
20438,19,0.85046728972,0,-38.9,0.0,1,34,3,0.9,0,1,0.0,0.0,34,0.0,0,1.0,0.0,1.0,4,0.0,20438,mapped_mirna_SRR837839:miRCluster_2132_23:chr5:88666902_88666924-,5,88666902,88666924,True,SRR837839,Hsa-Mir-9-P2_5p,Hsa-Mir-9-P2
4718,16,0.948717948718,1,-38.1,0.0,1,31,4,0.84,2,0,0.0,1.0,31,0.0,0,0.0,0.0,1.0,4,1.0,4718,mapped_mirna_ERR973613:miRCluster_3216_23:chr14:101060628_101060650+,14,101060628,101060650,True,ERR973613,Hsa-Mir-154-P20-v1_3p,Hsa-Mir-154-P20
